views,likes,set_id,iid1,iid2,iid3,iid4,iid5,iid6,iid7,iid8,color_1,color_2,color_3,color_4
380,10,124222676,24,41,106,93,196,95,214,218,white,none,none,none
7045,223,145529815,4,24,41,38,62,0,0,0,white,none,none,none
483,144,214001589,5,46,38,199,99,222,0,0,black,gray,none,none
1208,271,215255916,19,237,47,37,1967,57,201,208,black,none,none,none
55,9,200461137,5,43,38,65,65,62,64,196,white,black,gray,yellow
76,49,215078434,196,196,196,74,106,0,0,0,brown,black,white,yellow
835,218,215982884,3,24,46,204,207,167,140,177,white,red,blue,none
18,4,196491631,243,261,189,197,200,95,36,199,white,black,red,blue
825,223,211052048,9,315,49,318,4428,316,311,0,white,brown,green,none
2594,389,215900395,19,47,37,11,24,237,78,0,blue,none,none,none
923,311,210473519,19,24,8,49,37,65,57,74,black,gray,none,none
10401,2927,199818426,104,28,46,37,62,93,4438,57,green,red,yellow,none
5484,889,187576602,4,19,23,28,41,318,64,55,white,black,blue,none
97,28,210751066,5,46,38,106,65,57,200,74,black,white,red,orange
5541,1474,187312961,104,29,261,106,55,57,4438,0,white,black,blue,gray
4268,843,209490988,11,28,28,47,40,65,58,0,white,black,none,none
38,10,211669387,19,24,237,261,1967,0,0,0,black,brown,red,none
3711,238,138059653,17,236,28,41,37,105,57,52,white,black,red,blue
2359,541,216806663,21,236,9,266,38,200,222,0,white,black,red,none
213,30,213943001,11,25,240,49,0,0,0,0,black,blue,none,none
1224,350,187752974,236,28,41,36,0,0,0,0,purple,black,yellow,none
74,6,107736270,19,240,41,40,64,62,0,0,blue,none,none,none
2104,104,118351488,11,25,41,38,55,57,0,0,black,brown,none,none
49,5,174147264,244,43,318,64,65,65,0,0,white,black,gray,yellow
5896,73,122919893,4,262,37,106,62,64,55,0,black,brown,none,none
195,71,216741112,25,240,261,37,3336,316,95,0,black,none,none,none
64,15,173579299,21,237,49,186,227,0,0,0,black,blue,gray,none
18,2,213747383,5,251,43,38,62,64,1967,200,white,black,red,gray
714,238,200561742,4,41,38,65,57,197,340,0,black,brown,none,none
44913,813,113048665,3,25,37,65,55,197,4438,3336,white,black,none,none
42,6,106557677,11,24,237,47,37,2,0,0,white,black,blue,green
1501,319,190879810,275,278,4456,297,305,304,302,300,black,brown,none,none
3980,368,107795112,5,43,65,197,211,222,0,0,blue,red,gray,yellow
8950,1656,204120433,104,29,46,259,61,1967,57,196,black,white,red,blue
51,7,198722826,104,49,1967,57,29,0,0,0,white,black,gray,none
382,5,133969933,3,43,65,64,62,58,196,197,red,none,none,none
87,19,213443042,25,28,42,106,65,64,223,0,black,orange,none,none
150,57,208400856,4,49,37,55,105,57,177,0,white,black,green,none
395,28,130675795,19,29,4517,36,55,57,200,4438,white,brown,red,blue
44,12,208405434,259,4,46,57,52,0,0,0,white,black,green,none
435,10,212955301,5,4495,19,19,24,28,237,33,white,red,none,none
119,26,200110199,11,29,46,37,1967,308,0,0,black,blue,none,none
467,256,216885144,17,9,263,263,38,62,196,200,black,red,none,none
2791,431,214363887,4,4,4,25,240,261,37,62,white,black,red,none
58,26,213050589,21,2,237,8,49,0,0,0,white,black,gray,none
1257,324,216727656,4,24,261,318,1967,4428,200,222,black,red,none,none
150,40,201669426,3,2,244,199,200,190,0,0,white,black,red,blue
1654,350,196972812,49,37,57,4,27,0,0,0,white,none,none,none
2503,652,209511639,11,310,265,38,64,1967,197,196,white,black,green,none
12980,1602,193526131,21,240,49,318,57,0,0,0,black,gray,none,none
552,205,216606672,9,261,106,55,105,1967,76,0,blue,gray,none,none
186,46,200751794,275,278,4456,297,305,304,4463,4472,purple,black,gray,none
28221,1152,128428815,21,236,28,46,36,57,77,0,gray,none,none,none
427,78,181503082,5,43,53,1967,58,0,0,0,black,yellow,none,none
192,46,201138153,4,25,28,261,38,57,0,0,black,green,none,none
6885,984,158326060,21,18,27,49,37,95,116,182,white,black,blue,gray
731,90,208572972,19,9,261,37,61,64,1967,57,black,gray,none,none
681,252,215729351,19,8,261,318,65,200,0,0,black,red,blue,none
177,4,120751492,17,237,43,200,60,74,0,0,white,red,none,none
1866,471,212537770,4,24,263,37,57,197,95,200,black,red,none,none
3246,995,186932999,43,38,106,64,6,0,0,0,white,black,none,none
5680,518,158451938,11,25,49,38,2,4438,0,0,white,black,blue,none
103,13,121873634,21,237,46,37,62,106,200,223,black,brown,none,none
3783,674,192962815,26,240,37,40,64,211,0,0,white,black,red,none
69,36,180226870,11,237,49,62,65,106,1967,0,black,blue,yellow,none
167,71,171696120,11,25,237,47,0,0,0,0,black,blue,none,none
786,73,182865147,11,8,43,38,187,0,0,0,black,gray,none,none
1012,179,140937105,6,43,43,38,38,106,64,0,white,black,none,none
1179,213,202280843,17,9,46,37,64,0,0,0,blue,yellow,none,none
975,48,120444045,21,104,27,29,261,37,106,65,red,none,none,none
16317,1004,152154818,5,25,261,38,106,55,0,0,black,red,none,none
8145,1664,195466636,19,8,43,37,64,57,0,0,red,none,none,none
1875,290,213337592,19,24,27,43,37,61,4438,0,white,blue,none,none
277,74,215831599,17,25,9,49,37,0,0,0,black,blue,none,none
599,221,214332537,5,23,38,196,200,319,95,4438,purple,red,none,none
111,8,201829995,6,41,106,64,62,58,0,0,red,none,none,none
7121,415,206693569,17,29,43,36,2,0,0,0,green,none,none,none
426,161,216026611,11,29,49,318,0,0,0,0,red,none,none,none
2707,1023,166026359,115,118,4503,4505,171,171,177,314,black,brown,white,red
13340,2923,173224726,17,9,47,37,52,77,0,0,black,yellow,none,none
109,50,216917342,4495,241,49,106,106,62,64,1967,black,blue,orange,yellow
13,10,212881097,4495,24,310,261,36,106,200,0,black,brown,red,orange
1126,114,141097156,11,104,24,29,261,318,55,0,black,none,none,none
25990,453,117677864,104,29,46,3336,316,0,0,0,white,black,red,blue
678,96,187443873,19,29,43,37,105,4438,0,0,black,gray,orange,none
82,11,208974796,11,25,240,49,259,57,0,0,black,blue,none,none
3974,126,125201694,11,11,237,41,65,1967,55,57,purple,black,blue,none
255,60,164276469,11,25,240,43,37,55,57,0,purple,black,gray,none
123,19,216932102,4,25,24,2,263,261,37,55,white,red,blue,gray
926,14,120554517,104,29,246,245,49,65,64,65,red,blue,none,none
72,12,214525878,227,222,38,19,2,261,43,4,black,brown,green,yellow
1150,293,153951900,17,24,29,261,62,0,0,0,black,brown,white,yellow
750,37,123540961,21,25,237,261,318,64,65,55,white,black,red,none
2028,771,215294368,24,237,37,199,93,43,0,0,brown,yellow,none,none
27337,249,116338783,201,222,259,2,241,261,949,186,white,none,none,none
1130,143,188592961,5,24,43,38,4244,182,0,0,white,black,gray,none
70,9,130321181,1967,49,49,49,49,0,0,0,black,none,none,none
313,37,144015202,104,236,28,261,37,62,1967,57,black,none,none,none
64245,959,187656447,24,2,43,37,57,278,2,0,black,none,none,none
892,392,214825621,4,46,37,1967,57,95,0,0,black,none,none,none
1923,167,203450133,11,9,46,57,0,0,0,0,black,blue,orange,none
146,27,212756818,19,25,237,49,36,106,60,64,black,blue,none,none
29,12,190002232,19,237,49,37,62,1967,58,0,white,black,none,none
291,70,147418272,244,43,38,106,106,200,186,0,black,red,yellow,none
2482,1118,211724835,19,24,9,261,74,182,167,140,black,brown,orange,yellow
273946,3799,121188291,11,236,237,43,36,57,3,182,blue,none,none,none
8323,893,150851158,3,236,41,37,198,201,196,78,brown,none,none,none
728,138,183512955,196,190,189,200,197,199,38,43,brown,black,white,red
140,37,214529999,3,261,318,62,64,186,0,0,black,red,yellow,none
164,7,135019766,21,237,49,259,64,1967,171,221,white,black,none,none
4288,248,137388479,11,19,24,28,42,318,105,0,white,black,none,none
69,29,205903513,104,237,43,1967,0,0,0,0,white,black,none,none
1561,592,212392705,19,28,43,38,57,0,0,0,white,black,gray,yellow
4537,716,192549859,4,18,43,37,55,182,182,182,white,none,none,none
632,54,170674052,11,9,47,259,64,61,61,196,black,white,red,blue
106,4,215388733,2,237,49,259,62,67,62,1967,white,black,yellow,none
577,81,146278991,17,237,47,1967,186,0,0,0,white,black,red,none
4983,186,106002103,25,29,261,62,25,0,0,0,black,blue,none,none
79,88,205567641,1967,61,62,37,4495,241,49,0,white,black,gray,none
2168,716,213224605,278,300,4447,4467,19,0,0,0,blue,none,none,none
65155,1594,159312906,21,25,27,49,38,186,199,222,black,red,blue,none
25479,1278,110048537,11,21,237,49,55,1967,0,0,white,black,none,none
2774,447,176311173,236,243,43,38,62,0,0,0,black,red,green,none
71,7,186981014,104,24,7,42,37,64,0,0,white,brown,none,none
560,66,190968351,2,58,93,182,949,0,0,0,red,green,none,none
1099,276,214479460,4496,2,268,37,55,78,0,0,black,brown,gray,none
646,141,216068985,21,237,41,4428,196,0,0,0,black,none,none,none
471,23,174708275,21,236,237,37,57,0,0,0,black,gray,brown,none
174,3,151585006,6,24,43,106,196,194,200,222,black,white,red,blue
70,10,209172077,19,24,69,9,41,318,4244,0,red,none,none,none
1193,446,213293268,19,69,261,318,105,196,199,0,black,red,blue,green
865,235,162792653,11,25,29,49,106,0,0,0,white,black,blue,green
114,16,215419886,341,4458,4456,297,4463,4472,4467,0,black,blue,none,none
27,11,170430707,17,21,237,49,95,211,223,221,white,black,none,none
1811,529,193908475,4454,4459,4455,292,304,335,4477,141,white,black,gray,none
250,132,215928010,17,24,28,43,318,61,64,65,white,black,red,yellow
349,5,118946033,9,47,106,65,202,95,222,0,purple,black,green,yellow
517,173,215658960,315,264,62,57,186,2,0,0,black,brown,none,none
823,158,188178604,4496,9,43,318,65,61,0,0,black,gray,none,none
2018,711,214394823,11,24,10,261,36,62,65,64,white,none,none,none
1487,419,215181467,4,4,24,263,36,200,141,0,black,red,none,none
387,162,216678817,17,9,261,261,318,62,55,57,white,brown,black,gray
198,17,201101550,4516,43,38,64,62,65,0,0,red,none,none,none
5,128,217013762,21,240,43,37,62,196,0,0,white,red,none,none
12,3,204687293,11,237,49,106,62,62,64,197,black,blue,gray,none
975,234,212826153,11,2,167,4438,4244,76,949,0,red,blue,orange,yellow
236,47,202842818,104,9,43,4438,144,182,0,0,purple,black,red,none
722,265,209175241,18,11,9,261,36,35,55,1967,black,brown,white,none
3382,1425,204042802,11,9,49,37,106,64,93,199,white,blue,none,none
55,3,168810306,17,24,27,41,0,0,0,0,white,black,red,none
2021,753,206461193,11,9,46,38,64,53,95,3336,black,green,orange,none
33,20,203213422,11,9,43,106,57,200,144,0,white,red,none,none
136,27,140075168,5,25,38,197,200,200,222,0,white,red,none,none
67,3,211599400,11,237,49,1967,200,227,74,0,white,black,red,gray
238,7,104666711,10,43,64,62,106,199,0,0,black,red,none,none
118,4,165240281,5,261,102,227,0,0,0,0,black,none,none,none
4010,732,216787536,5,24,318,46,0,0,0,0,black,red,gray,none
1129,321,206030663,4,19,261,37,62,55,0,0,red,none,none,none
328,117,216852175,315,315,37,106,106,57,0,0,white,black,red,gray
66,14,158760533,25,241,37,106,0,0,0,0,black,none,none,none
4208,105,118496993,244,46,40,65,61,319,76,0,white,brown,none,none
328,56,203362771,104,7,46,318,62,64,0,0,white,black,red,blue
84,29,215130767,11,238,47,37,64,213,222,4438,red,blue,none,none
16170,391,124683723,21,29,261,37,64,57,0,0,black,none,none,none
881,223,216703486,5,46,38,62,65,93,201,199,white,black,green,none
108,41,216616396,15,28,47,38,106,62,0,0,black,red,none,none
213,22,175043555,5,46,61,62,62,62,57,200,black,red,blue,gray
222,125,205338043,4,50,37,37,64,55,57,0,white,black,gray,none
272,59,181332409,11,104,237,49,62,51,333,186,black,none,none,none
4733,1383,212748201,4,43,38,57,200,196,0,0,black,white,red,blue
165,54,188560902,21,28,49,37,61,1967,57,95,white,black,blue,gray
90,4,189963087,5,75,43,62,196,200,227,223,white,black,red,brown
483,189,216307304,104,236,237,43,37,61,65,64,white,black,yellow,none
718,244,186446923,21,24,332,36,106,141,182,0,black,none,none,none
151,79,216971652,11,8,43,40,187,171,0,0,white,black,purple,none
2713,122,154556270,17,23,29,43,106,64,0,0,white,blue,none,none
644,11,163297819,104,237,49,106,222,0,0,0,black,gray,none,none
4154,674,214080824,11,19,24,27,266,318,62,64,black,blue,gray,none
1716,398,215076467,4,24,42,42,190,222,0,0,white,black,blue,gray
212,37,213509069,19,9,43,37,106,64,55,196,black,yellow,none,none
36323,1005,214682304,11,9,46,38,207,206,204,167,white,blue,none,none
1166,67,124227108,5,24,46,318,199,199,200,4438,black,brown,white,red
1271,438,214826737,3,46,37,64,57,0,0,0,purple,black,red,blue
416,122,216910521,29,28,46,41,318,318,61,64,purple,black,none,none
1871,265,193216466,11,28,43,37,65,64,2,0,black,brown,gray,yellow
350,13,127198658,104,27,46,37,65,64,196,199,black,gray,yellow,none
22986,799,115557428,17,24,8,261,37,64,62,57,black,none,none,none
43,8,215979782,64,106,65,104,29,227,49,0,white,black,blue,gray
59,7,113824490,21,41,259,1967,29,0,0,0,black,blue,none,none
1575,394,214880323,23,8,43,37,4438,0,0,0,black,gray,none,none
44,12,216648734,4,49,64,65,106,62,0,0,red,yellow,none,none
7385,1727,176285649,17,24,332,43,36,0,0,0,black,none,none,none
95,18,152191134,17,237,49,1967,57,0,0,0,black,none,none,none
112,22,188922081,21,25,237,261,0,0,0,0,black,blue,none,none
265,23,109241872,201,197,199,222,62,11,237,43,black,blue,yellow,none
2503,805,208907218,11,25,310,49,37,64,64,0,black,blue,gray,none
137,81,216657881,19,2,264,37,62,222,0,0,white,black,gray,none
1062,101,124722346,17,29,46,36,106,64,62,58,white,black,none,none
14496,604,111061507,17,24,237,47,38,4438,0,0,white,none,none,none
626,217,216833207,5,46,46,38,65,107,64,197,white,blue,yellow,gray
925,412,208642680,17,236,237,261,37,67,0,0,white,black,red,blue
331,9,108404027,196,190,194,200,186,199,95,222,black,white,red,blue
754,67,106504156,17,237,46,106,64,58,4428,197,black,none,none,none
2502,946,204952993,5,259,65,62,58,51,319,319,black,gray,none,none
143,6,151866138,25,241,42,106,110,11,182,0,black,none,none,none
1076,183,158171086,17,9,245,43,43,0,0,0,white,black,none,none
623,99,191603060,275,24,259,9,55,43,57,313,white,red,gray,none
395,34,195980193,25,46,37,106,64,61,62,197,black,white,red,purple
37,19,215844858,104,18,241,49,0,0,0,0,black,none,none,none
378,8,112368422,21,25,237,49,318,57,58,0,purple,black,gray,none
78,40,216359923,4,11,25,237,43,43,200,200,purple,black,red,gray
2030,147,164580353,4,4,43,37,105,52,0,0,gray,none,none,none
1301,437,212747480,5,5,19,25,261,37,37,0,white,black,blue,none
6526,267,112832052,28,1967,316,4448,949,949,0,0,black,none,none,none
2568,488,212588706,4,26,264,37,93,0,0,0,black,red,none,none
791,166,211156924,4,24,43,64,258,77,0,0,red,none,none,none
1032,346,210402804,4,265,318,57,51,1967,93,207,white,black,purple,none
12,12,208177211,258,104,9,48,0,0,0,0,white,black,none,none
117,33,171109338,21,25,29,46,62,187,177,0,black,blue,none,none
36,8,189350547,104,29,41,62,57,186,227,0,white,black,blue,gray
2488,358,175314613,18,11,10,47,37,64,0,0,gray,none,none,none
230,44,175549371,64,106,62,318,11,29,49,0,white,black,red,orange
580,39,134797914,21,8,245,261,62,0,0,0,purple,black,gray,none
284,18,101204936,4495,24,241,261,105,1967,51,0,black,red,blue,brown
19,7,205480895,4,21,11,11,21,21,237,241,red,blue,green,none
585,107,200984416,104,24,240,46,222,0,0,0,black,blue,none,none
1000,311,215536592,4,24,261,37,62,200,0,0,white,brown,red,none
345,45,181544439,4,46,318,61,62,186,184,95,purple,brown,none,none
162,40,209648654,19,28,49,37,57,0,0,0,white,black,none,none
13805,1789,182308752,4,47,38,64,55,57,0,0,black,red,orange,yellow
92,9,198964434,4495,9,47,62,1967,62,0,0,white,none,none,none
190,52,214011244,25,28,264,318,106,64,0,0,black,green,none,none
616,195,216808577,3,3,46,38,62,0,0,0,black,red,yellow,none
10167,1062,211327573,19,24,28,261,37,64,106,57,black,red,gray,yellow
3552,293,208771514,11,24,237,261,37,65,65,0,white,black,none,none
2365,360,211633740,4,24,261,318,64,78,0,0,white,black,green,none
739,56,148387198,21,7,261,64,106,106,65,65,black,yellow,none,none
334,12,171390907,4,11,236,237,2,49,261,106,white,black,blue,gray
2413,1157,204293051,11,29,37,106,65,319,95,78,black,white,blue,yellow
219883,698,208451580,4496,27,49,55,211,211,259,0,black,brown,none,none
4381,1718,174265181,21,25,29,41,37,55,1967,199,black,blue,none,none
2914,623,214633143,21,9,41,47,40,38,64,57,purple,black,none,none
168,8,101748084,5,43,37,106,0,0,0,0,white,none,none,none
901,298,215512884,190,188,190,197,93,202,196,213,brown,white,red,blue
4154,801,209279873,19,24,237,261,36,61,64,105,black,red,blue,yellow
12797,707,213374259,162,4244,4244,182,316,4244,4244,182,white,black,red,orange
244,37,202756444,104,29,46,37,39,106,61,62,white,red,gray,green
335,84,168886998,104,29,46,38,57,197,200,0,black,white,red,yellow
324,93,216665792,15,237,47,36,106,64,65,64,red,yellow,none,none
33,24,207500322,177,4240,316,3336,182,3336,316,3336,brown,red,none,none
2279,712,216166329,21,4452,47,37,105,213,222,0,black,red,none,none
504,23,124220693,25,244,46,37,62,64,4479,0,blue,gray,none,none
49,11,198092727,342,4458,297,1967,0,0,0,0,red,none,none,none
72,7,199885654,1606,46,36,200,199,4257,0,0,white,red,none,none
11519,2650,215680317,11,8,46,38,189,189,204,213,white,black,blue,none
18,64,217009336,19,24,237,43,36,62,106,64,black,red,none,none
607,283,208373269,11,237,261,37,106,55,0,0,black,blue,none,none
1844,492,206105390,19,259,38,62,1967,222,3336,316,white,black,green,yellow
1583,446,207628921,17,238,38,65,60,186,186,200,black,red,gray,yellow
2349,844,209353358,19,2,49,162,0,0,0,0,white,none,none,none
150,29,207534837,11,237,49,200,0,0,0,0,black,red,none,none
311,149,216701861,4,24,43,37,0,0,0,0,white,none,none,none
80,11,161240856,11,27,49,259,106,106,95,199,purple,black,blue,none
1524,472,172663624,244,65,106,217,222,2,2,78,white,red,none,none
4352,1834,200810083,17,29,49,40,62,65,51,95,black,red,gray,none
3549,279,216832168,4496,25,27,2,49,259,40,197,black,red,none,none
15018,1279,132686520,9,315,43,38,4438,23,0,0,black,none,none,none
4900,1108,174050717,4495,27,37,3336,3336,3336,0,0,white,red,blue,none
1529,102,131511661,17,29,41,259,64,0,0,0,black,none,none,none
1997,353,213674458,4,43,38,62,196,200,0,0,red,none,none,none
4376,186,180834198,19,24,237,49,36,196,0,0,white,black,gray,green
61,9,176846905,11,25,240,46,37,64,62,52,black,white,red,blue
207,93,216855007,4,47,38,57,0,0,0,0,black,none,none,none
3457,289,138245066,19,23,9,41,106,61,64,57,black,red,blue,yellow
439,54,151227522,257,2,253,49,58,110,0,0,red,gray,none,none
3234,326,199056725,17,236,8,46,46,38,106,95,white,none,none,none
530,252,216798585,18,104,24,8,43,46,36,64,black,none,none,none
61,6,104759733,19,310,261,36,40,62,55,200,black,none,none,none
85,70,216604303,19,9,265,36,61,64,0,0,black,green,none,none
412,132,216013316,62,106,106,106,64,196,211,74,yellow,none,none,none
171,19,190494757,19,26,8,49,37,65,57,201,brown,gray,none,none
2260,94,215559164,19,43,37,64,93,200,196,4438,black,white,red,blue
1495,115,132759709,8,247,46,318,62,58,0,0,white,none,none,none
1023,284,197733719,19,9,37,57,319,184,4267,0,black,red,gray,none
167,27,213916668,24,9,43,200,0,0,0,0,red,none,none,none
2118,662,209776248,17,236,237,43,36,60,61,0,white,black,brown,purple
207,73,216907023,17,27,49,36,61,64,106,1967,white,black,gray,none
3625,735,209782069,25,27,261,199,95,0,0,0,black,blue,gray,brown
200,11,121635965,104,29,46,259,38,61,62,64,red,blue,none,none
278,23,125997584,11,24,237,49,37,1967,0,0,black,brown,blue,none
485,153,216013212,21,24,239,37,64,62,297,186,black,none,none,none
